# 规划纵一路 面试转写

音频文件：规划纵一路.m4a
转录模型：whisper.cpp small

说明：这是机器原始转写，未逐句人工改写。录音中的 RAG、Agent、召回、数据集、UI 自动化、XPath、AGENTS.md、Skill、MCP、DeepEval / Ragas 及部分支付渠道名称存在明显识别误差；请以《伊智面试题整理》中按上下文校正后的术语为准。

[00:00:00 - 00:00:29] 好 现在就自我介绍 对 面试官你好 我叫梁天泰是
[00:00:29 - 00:00:34] 来面试这个女人技术工程师的这么一个岗位
[01:14:14 - 01:14:16] 你要测的Agent的工作率
[01:14:16 - 01:14:17] 是怎么样的
[01:14:17 - 01:14:18] 他会是怎么样怎么样的
[01:14:18 - 01:14:19] 就是说这些测试的
[01:14:19 - 01:14:21] 都给他都写好了
[01:14:21 - 01:14:22] 告诉他要怎么样的
[01:14:22 - 01:14:24] 要再给你再集
[01:14:24 - 01:14:26] 就是说你可能要测成那种场景
[01:14:26 - 01:14:27] 对吧
[01:14:27 - 01:14:28] 就是说这一次
[01:14:28 - 01:14:30] 你要做的是
[01:14:30 - 01:14:31] 你一个怎么样的什么
[01:14:31 - 01:14:32] 去做这个事情
[01:14:32 - 01:14:34] 就比如说可能是一个
[01:14:34 - 01:14:36] 比较温柔的客户
[01:14:36 - 01:14:38] 或者说比较火爆
[01:14:38 - 01:14:39] 性格的负责之类的
[01:14:39 - 01:14:41] 就是说给他一个人格
[01:14:41 - 01:14:43] 也要安排一个场景给他
[01:14:43 - 01:14:45] 就是说这个场景是怎么样怎么样怎么样的
[01:14:45 - 01:14:47] 然后要再告诉他
[01:14:47 - 01:14:48] 就是说中间可能
[01:14:48 - 01:14:51] 要需要指诱一些探索问题
[01:14:51 - 01:14:52] 所谓的探索问题是什么
[01:14:52 - 01:14:54] 探索问题就是
[01:14:54 - 01:14:57] 我是给予那个
[01:14:57 - 01:15:00] 支持互出来的一些探索问题
[01:15:00 - 01:15:01] 就是说
[01:15:01 - 01:15:03] 因为你在沟通的过程中
[01:15:03 - 01:15:05] 肯定会需要去命中
[01:15:05 - 01:15:08] 一些支持互联的用
[01:15:08 - 01:15:13] 这种的话就是有确定性的答案的问题
[01:15:13 - 01:15:15] 会有些意识进去
[01:15:15 - 01:15:18] 然后再有一个
[01:15:18 - 01:15:20] 然后再有一个模型去
[01:15:20 - 01:15:22] 确保对话的过程中
[01:15:22 - 01:15:24] 会有个模型去检测
[01:15:24 - 01:15:27] 就是说不要他走偏
[01:15:27 - 01:15:29] 然后这个时候
[01:15:29 - 01:15:31] 还有一个很重要的点
[01:15:31 - 01:15:35] 就是你要把
[01:15:35 - 01:15:38] 这个对话就是说你测试的
[01:15:38 - 01:15:39] 这个也就是说背策
[01:15:39 - 01:15:40] 不是背策的策证
[01:15:40 - 01:15:42] 就是你自己生成的
[01:15:42 - 01:15:44] 这个测试用的这个也就是
[01:15:44 - 01:15:46] 在这一个对话里面
[01:15:46 - 01:15:48] 你要把这个东西
[01:15:48 - 01:15:51] 困在一个探索里面
[01:15:51 - 01:15:52] 困在一个探索
[01:15:52 - 01:15:54] 对 就是在同一个对话里面
[01:15:54 - 01:15:58] 走完这一个场景的对话
[01:15:58 - 01:16:00] 为什么要在一个探索里面
[01:16:00 - 01:16:03] 防止干扰到下一条
[01:16:03 - 01:16:05] 主要的问题是
[01:16:05 - 01:16:09] 因为你要知道我从一开始
[01:16:09 - 01:16:12] 到最后中间聊的
[01:16:12 - 01:16:14] 所有内容他都要清晰
[01:16:14 - 01:16:15] 他都要知道
[01:16:15 - 01:16:16] 要么他怎么因为你
[01:16:16 - 01:16:18] 他怎么有你强一条的基因
[01:16:18 - 01:16:20] 他怎么知道你强
[01:16:20 - 01:16:22] 就比如说你这一个对话有十轮
[01:16:22 - 01:16:23] 对吧
[01:16:23 - 01:16:24] 那走到第五轮
[01:16:24 - 01:16:26] 那第五轮他回的这个问题
[01:16:26 - 01:16:29] 有可能是你不知道前面几轮的话
[01:16:29 - 01:16:31] 你可能就没有办法
[01:16:31 - 01:16:33] 按照你设定的场景往下走的
[01:16:33 - 01:16:34] 就没有做了
[01:16:34 - 01:16:36] 所以说你要狂在一个探索里面
[01:16:36 - 01:16:37] 要不然的话
[01:16:37 - 01:16:38] 你就每一次都要把
[01:16:38 - 01:16:40] 从第一轮到第五轮
[01:16:40 - 01:16:41] 所有对话都给他
[01:16:41 - 01:16:44] 每一轮都把全部东西都背他一遍
[01:16:44 - 01:16:46] 这样子出来的效果不但止不好
[01:16:46 - 01:16:47] 还浪费钱
[01:16:47 - 01:16:48] 所以说你要把这个东西
[01:16:48 - 01:16:51] 困在同一个探索里面去做
[01:16:51 - 01:16:53] 这样的话直接走完
[01:16:53 - 01:16:54] 走完了之后
[01:16:54 - 01:16:55] 整个死轮的
[01:16:55 - 01:16:56] 假如说是死轮
[01:16:56 - 01:16:59] 就整个死轮的对话都记录下来
[01:16:59 - 01:17:03] 这时候再让柴发模型去采取死轮
[01:17:03 - 01:17:06] 然后还有一个就是
[01:17:06 - 01:17:11] 检测这个对话的一个模型是做什么的
[01:17:11 - 01:17:12] 就是说可能
[01:17:12 - 01:17:13] 因为两个A者聊的话
[01:17:13 - 01:17:15] 他可能会聊着聊着做
[01:17:15 - 01:17:16] 跑偏了
[01:17:16 - 01:17:17] 对了跑偏了
[01:17:17 - 01:17:18] 这个时候
[01:17:18 - 01:17:19] 需要一个裁判模型
[01:17:19 - 01:17:20] 不是裁判模型
[01:17:20 - 01:17:22] 是还有一个模型
[01:17:22 - 01:17:24] 就是说用来
[01:17:24 - 01:17:25] 边界模型
[01:17:25 - 01:17:27] 就不让他跑偏了模型
[01:17:27 - 01:17:29] 就是设定一个边界
[01:17:29 - 01:17:31] 对就是检测这个对话
[01:17:31 - 01:17:33] 一来一回一来会一回
[01:17:33 - 01:17:35] 如果说跑偏了之后
[01:17:35 - 01:17:37] 你可能会做一件事情
[01:17:37 - 01:17:41] 可能就会暂停一下这个测试
[01:17:41 - 01:17:43] 又或者说是怎么样的
[01:17:43 - 01:17:44] 又或者说是
[01:17:44 - 01:17:46] 再给他发一条信息
[01:17:46 - 01:17:49] 告诉他这里要怎么样怎么样
[01:17:49 - 01:17:50] 怎么样的走
[01:17:50 - 01:17:51] 反正就是
[01:17:51 - 01:17:53] 其实这整个东西
[01:17:53 - 01:17:56] 你其实可以用AR去设置整他东西
[01:17:56 - 01:17:57] 你自己去
[01:17:57 - 01:17:59] 反正你就说你有这个思路在这里
[01:17:59 - 01:18:01] 告诉他要怎么样去做了之后
[01:18:01 - 01:18:03] 到最后完成了之后
[01:18:03 - 01:18:04] 报告
[01:18:04 - 01:18:06] 这报告也是一个很重要的点
[01:18:06 - 01:18:08] 那报告怎么设置呢
[01:18:08 - 01:18:12] 就是什么样的人格
[01:18:12 - 01:18:14] 就是说测试的是什么人
[01:18:14 - 01:18:15] 基于什么人格
[01:18:15 - 01:18:16] 什么场景
[01:18:16 - 01:18:17] 做的这十人对话
[01:18:17 - 01:18:19] 然后每一轮对话
[01:18:19 - 01:18:21] 就说问是什么
[01:18:21 - 01:18:22] 答是什么
[01:18:22 - 01:18:24] 然后裁判裁决的分数是什么
[01:18:24 - 01:18:26] 然后这里还要加一条就是
[01:18:26 - 01:18:28] 为什么这么裁决
[01:18:28 - 01:18:30] 这个点是很重要的
[01:18:30 - 01:18:31] 这个为什么裁决
[01:18:31 - 01:18:33] 这个东西是用来
[01:18:33 - 01:18:35] 一个就是看他裁的对不对
[01:18:35 - 01:18:37] 因为我们裁判模式
[01:18:37 - 01:18:39] 它不一定是对的
[01:18:39 - 01:18:41] 我们也要确保我们裁判
[01:18:41 - 01:18:43] 就让他提供他自己的一个频道
[01:18:43 - 01:18:44] 一个思路
[01:18:44 - 01:18:46] 对 然后这里还有一个点就是
[01:18:46 - 01:18:49] 这个思路有可能不可以用来
[01:18:49 - 01:18:52] 去优化我们的一个智能体的一个
[01:18:52 - 01:18:55] 那要发生也是有可能会在这里面
[01:18:55 - 01:19:00] 是大概是这么一个在里面
[01:19:00 - 01:19:02] 除了这种测试的话
[01:19:02 - 01:19:05] 还有一个对自制库
[01:19:05 - 01:19:08] 自制库这块有所选取的点是在于
[01:19:08 - 01:19:11] 就是说除了刚才你讲的
[01:19:11 - 01:19:13] 那个什么冷件式的那种
[01:19:13 - 01:19:14] 就是常用的
[01:19:14 - 01:19:17] 常见的自制库就是爱一局
[01:19:17 - 01:19:18] 爱一局怎么测呢
[01:19:18 - 01:19:20] 就是很简单的
[01:19:20 - 01:19:24] 它有一些测试爱一局的一些技术
[01:19:24 - 01:19:27] 技术仗的一些框架
[01:19:27 - 01:19:30] 就比如说爱一局就是这种
[01:19:30 - 01:19:33] 很常经典很常见的这种
[01:19:33 - 01:19:36] 就是用这种框架就可以用来测它的那个
[01:19:36 - 01:19:38] 那是怎么测呢
[01:19:38 - 01:19:40] 比如说
[01:19:40 - 01:19:42] 这里回到一个问题就是那个评测机
[01:19:42 - 01:19:43] 你怎么确保
[01:19:43 - 01:19:45] 就除了那时候人工收集的
[01:19:45 - 01:19:47] 跟我人工写的之外
[01:19:47 - 01:19:49] AI生成的评测机我怎么确保
[01:19:49 - 01:19:51] AI生成的评测机是好的
[01:19:51 - 01:19:53] 因为你要去测一个东西
[01:19:53 - 01:19:56] 那你用的评测机你肯定就先确保你的
[01:19:56 - 01:19:59] 评测机的问根哪是对应的你才能马上走的
[01:19:59 - 01:20:01] 那我AI生成的
[01:20:01 - 01:20:03] 那比如说生成500条500条你怎么确保
[01:20:03 - 01:20:05] 这500条是无非的
[01:20:05 - 01:20:09] 那就是还是用裁判政体
[01:20:09 - 01:20:11] 对吧其实这里又回到一个问题
[01:20:11 - 01:20:13] 就是说我可以用裁判来做这个事情
[01:20:13 - 01:20:16] 但是我怎么确保裁判裁的是对的
[01:20:16 - 01:20:19] 那就是让他自己提供失路
[01:20:19 - 01:20:22] 这个时候像这种的话
[01:20:22 - 01:20:26] 比如说AI直接是这种款式
[01:20:26 - 01:20:27] 就给了我们一个试图
[01:20:27 - 01:20:32] 它就是在指示库里面存在指示
[01:20:32 - 01:20:34] 可能就是说疑问跟疑答对吧
[01:20:34 - 01:20:36] 其实库里面存在的是实事对的
[01:20:36 - 01:20:40] 这个是我们唯一能确定是对的东西
[01:20:40 - 01:20:42] 就是指示库里面的指示
[01:20:42 - 01:20:43] 疑问一答是对应的
[01:20:43 - 01:20:46] 这个时候其实他做的很简单
[01:20:46 - 01:20:50] 他是给予你问答里面的答案去生成问题
[01:20:50 - 01:20:54] 就是说你被策的那个A整做的事情
[01:20:54 - 01:20:56] 就是给予问题去找答案
[01:20:56 - 01:21:00] 然后我们策他的时候是给予答案去找问题
[01:21:00 - 01:21:02] 他是反过来做的
[01:21:02 - 01:21:04] 所以说这个为什么他能够确保
[01:21:04 - 01:21:06] 他生成的评设纸都是OK的
[01:21:06 - 01:21:09] 其实他就是几个这么简单的事情
[01:21:09 - 01:21:10] 就把他反过来
[01:21:10 - 01:21:15] 他就是他生成出来的评设纸就是基本上是OK的
[01:21:15 - 01:21:18] 这个时候因为你答案是确定的
[01:21:18 - 01:21:20] 然后我拿问题去问他
[01:21:20 - 01:21:24] 那他必然是要得出我自己答案生成的问题的这个答案
[01:21:24 - 01:21:25] 他才是OK的
[01:21:25 - 01:21:27] 这个时候在用小方
[01:21:27 - 01:21:29] 因为你是辟谅的大辟谅的
[01:21:29 - 01:21:32] 所以说你要接住一个裁判去裁这两个答案
[01:21:32 - 01:21:34] 裁判出来之后再抽样检查
[01:21:34 - 01:21:36] 然后再拿粉丝地的来检查
[01:21:36 - 01:21:40] 就是人生这一块肯定是要
[01:21:40 - 01:21:43] 就必定是要去做的一个环节
[01:21:43 - 01:21:45] 不可能是没有人生
[01:21:45 - 01:21:46] 这里就是环节
[01:21:46 - 01:21:49] 然后还有一个点就是
[01:21:49 - 01:21:50] 比如说让你
[01:21:50 - 01:21:52] 因为我刚才有问到就是说
[01:21:52 - 01:21:54] 怎么去设置一条比如说
[01:21:54 - 01:21:55] 类似生成
[01:21:55 - 01:21:56] 这是用力啊
[01:21:56 - 01:21:57] 或者怎么样什么的
[01:21:57 - 01:21:58] 这种
[01:21:58 - 01:22:00] 这种问题
[01:22:00 - 01:22:02] 指这里的话就缺少一点
[01:22:02 - 01:22:04] 你这里缺的一点就是
[01:22:04 - 01:22:07] 你的工程它实际上是有
[01:22:07 - 01:22:09] 但是还不够
[01:22:09 - 01:22:11] 不够在哪里呢
[01:22:11 - 01:22:13] 就刚才有讲到就是说
[01:22:13 - 01:22:15] 有用一些文档几乎那些
[01:22:15 - 01:22:17] 业务规则什么的
[01:22:17 - 01:22:19] 然后到最后
[01:22:19 - 01:22:22] 然后到最后还要去
[01:22:22 - 01:22:23] 迭代的时候
[01:22:23 - 01:22:24] 什么迭代
[01:22:24 - 01:22:26] 要回来改那些文件什么的
[01:22:26 - 01:22:28] 其实这里
[01:22:28 - 01:22:30] 一个是没有
[01:22:30 - 01:22:33] 就是这个实际上大概是这样子的
[01:22:33 - 01:22:36] 但是具体做不应该是这样子做的
[01:22:36 - 01:22:38] 有一个就是说你
[01:22:38 - 01:22:39] 记录这些
[01:22:39 - 01:22:41] 测试就是说业务规则什么的
[01:22:41 - 01:22:43] 测试就是有一个指示户
[01:22:43 - 01:22:46] 指示户的话你也可以用
[01:22:46 - 01:22:48] 你也可以用
[01:22:48 - 01:22:50] 圣灵这种用文件来记录的话
[01:22:50 - 01:22:52] 其实
[01:22:52 - 01:22:54] 一开始做还行
[01:22:54 - 01:22:56] 随着迭代下去的话就不那个
[01:22:56 - 01:22:59] 就说你要用的是
[01:22:59 - 01:23:01] 就是说你要考虑到
[01:23:01 - 01:23:03] 不能只考虑当前的那个
[01:23:03 - 01:23:06] 因为你要考虑到以后往后走
[01:23:06 - 01:23:09] 然后又有个避缓的事人在里面
[01:23:09 - 01:23:11] 比如说我挂一个IG也好
[01:23:11 - 01:23:14] 或者说挂一个指示图谱什么之类的东西来
[01:23:14 - 01:23:15] 做这个事情也好
[01:23:15 - 01:23:17] 对吧 挂一个这个东西
[01:23:17 - 01:23:19] 然后
[01:23:19 - 01:23:20] 每一次被给他的一些内容
[01:23:20 - 01:23:22] 然后让他生成的那些
[01:23:22 - 01:23:23] 业务规则
[01:23:23 - 01:23:25] 甚至用了什么的之后
[01:23:25 - 01:23:27] 就说要表辑他的
[01:23:27 - 01:23:28] 版本啊
[01:23:28 - 01:23:30] 或者说还是什么的
[01:23:30 - 01:23:32] 就记录了那种
[01:23:32 - 01:23:33] 连接吗
[01:23:33 - 01:23:34] 这可能会去
[01:23:34 - 01:23:36] 比如说那每个模块之间
[01:23:36 - 01:23:38] 会有一个关联性
[01:23:38 - 01:23:39] 这是什么时候呢
[01:23:39 - 01:23:41] 在你这份测试用力里面
[01:23:41 - 01:23:44] 比如说假设我现在
[01:23:44 - 01:23:46] 我这个指示图
[01:23:46 - 01:23:48] 假设我用指示图来做
[01:23:48 - 01:23:49] 对吧
[01:23:49 - 01:23:52] 我首先会把我系统先有的人
[01:23:52 - 01:23:54] 指示就说先会
[01:23:54 - 01:23:56] 写进去嘛 对吧
[01:23:56 - 01:23:58] 就说可能会以一些
[01:23:58 - 01:24:00] 业务规则的形式
[01:24:00 - 01:24:01] 一条一条的写进去
[01:24:01 - 01:24:04] 或者说是把以前的测试用力
[01:24:04 - 01:24:05] 丢进去给他
[01:24:05 - 01:24:07] 反正怎么样都好
[01:24:07 - 01:24:11] 然后我在生成测试用力的时候
[01:24:11 - 01:24:13] 他读完我的需求之后
[01:24:13 - 01:24:15] 他要根据我的需求
[01:24:15 - 01:24:18] 去照回相关的
[01:24:18 - 01:24:21] 相关的业务规则
[01:24:21 - 01:24:22] 反正是业务规则
[01:24:22 - 01:24:24] 全部都照回来
[01:24:24 - 01:24:25] 照回来之后
[01:24:25 - 01:24:29] 再形成一份新的业务规则
[01:24:29 - 01:24:31] 就说这一次涉及的
[01:24:31 - 01:24:34] 跟有营成到旧的全部
[01:24:34 - 01:24:36] 形成一份新的业务规则
[01:24:36 - 01:24:39] 就是完成这么一个迭代的一个流程
[01:24:39 - 01:24:40] 对 这个时日一部分
[01:24:40 - 01:24:42] 就说有个这份业务规则给你的
[01:24:42 - 01:24:43] 之后你要做什么事情
[01:24:43 - 01:24:45] 你要审他
[01:24:45 - 01:24:48] 就说你一定不要把审这一块给
[01:24:48 - 01:24:49] 这个我知道
[01:24:49 - 01:24:50] 审了的 就是说
[01:24:50 - 01:24:52] 我先审业务规则
[01:24:52 - 01:24:53] 为什么我先审业务规则
[01:24:53 - 01:24:54] 我不是先审用力
[01:24:54 - 01:24:57] 因为他是根据业务规则去审审用力的
[01:24:57 - 01:24:59] 对 就说你要做
[01:24:59 - 01:25:00] 业务规则是只有自己知道
[01:25:00 - 01:25:02] 因为AI是不明白这种情况
[01:25:02 - 01:25:03] 因为你照回来
[01:25:03 - 01:25:05] 为什么先审
[01:25:05 - 01:25:07] 因为为什么不直接让他审
[01:25:07 - 01:25:08] 用力给你审
[01:25:08 - 01:25:10] 就是因为业务规则审
[01:25:10 - 01:25:11] 业务规则的时候
[01:25:11 - 01:25:12] 这个量会少
[01:25:12 - 01:25:14] 就是也没有那么多
[01:25:14 - 01:25:15] 没有那么多
[01:25:15 - 01:25:17] 它会比较好审
[01:25:17 - 01:25:18] 这个是一个点
[01:25:18 - 01:25:19] 第二个点的话
[01:25:19 - 01:25:20] 审这个东西的话
[01:25:20 - 01:25:23] 你可以很快速
[01:25:23 - 01:25:25] 因为用了AR的审
[01:25:25 - 01:25:26] 是用力之后
[01:25:26 - 01:25:28] 你人对这些新的水球
[01:25:28 - 01:25:29] 可能就没那么熟了
[01:25:29 - 01:25:30] 因为你没有使用力
[01:25:30 - 01:25:31] AI写的
[01:25:31 - 01:25:33] 所以你对它没那么熟
[01:25:33 - 01:25:34] 你审一遍
[01:25:34 - 01:25:35] 会不会更熟了一点
[01:25:35 - 01:25:37] 这个是复带的
[01:25:37 - 01:25:39] 就是说审业务规则主要的是
[01:25:39 - 01:25:42] 你要看到他这一次的水球
[01:25:42 - 01:25:43] 内容有没有少
[01:25:43 - 01:25:45] 背应的规则有没有少
[01:25:45 - 01:25:46] 还有一个就是
[01:25:46 - 01:25:47] 它召回的相关
[01:25:47 - 01:25:48] 影显的内容有没有少
[01:25:48 - 01:25:49] 你审完了之后
[01:25:49 - 01:25:50] 如果说不OK的话
[01:25:50 - 01:25:53] 就是说会有一个审的页面出来
[01:25:53 - 01:25:57] 每一条会有审批的
[01:25:57 - 01:25:58] 还有一个输入款
[01:25:58 - 01:25:59] 就是说你可以
[01:25:59 - 01:26:01] 假内容在里面之类的
[01:26:01 - 01:26:03] 反正这些细节问题大概是这样子
[01:26:03 - 01:26:04] 审完了之后
[01:26:04 - 01:26:05] 就让它OK了之后
[01:26:05 - 01:26:07] 它就你审了这个东西
[01:26:07 - 01:26:09] 如果全部都通过了
[01:26:09 - 01:26:10] 就往下走
[01:26:10 - 01:26:11] 不通过的话再重新审
[01:26:11 - 01:26:12] 再重新审
[01:26:12 - 01:26:13] 然后走到下一步
[01:26:13 - 01:26:14] 审完之后
[01:26:14 - 01:26:15] 就是用力的时候
[01:26:15 - 01:26:16] 也是要再审一遍
[01:26:16 - 01:26:18] 用力要审
[01:26:18 - 01:26:19] 因为你越不规则是OK的
[01:26:19 - 01:26:20] 但是你越
[01:26:20 - 01:26:21] 但是这个时候
[01:26:21 - 01:26:22] 你再去审用力的时候
[01:26:22 - 01:26:23] 就会看很多
[01:26:23 - 01:26:27] 那这个是要有无话的地方
[01:26:27 - 01:26:29] 这个我们大概
[01:26:29 - 01:26:30] 我们现在是这么
[01:26:30 - 01:26:32] 大概是这么做的
[01:26:32 - 01:26:34] 然后审完用力之后
[01:26:34 - 01:26:36] 这个时候还要做一个事情
[01:26:36 - 01:26:39] 就是基于这个审的
[01:26:39 - 01:26:42] 这是用力很审的业务规则
[01:26:42 - 01:26:43] 然后在
[01:26:43 - 01:26:44] 河对入库
[01:26:44 - 01:26:47] 对 在流离区给指示库里面去
[01:26:47 - 01:26:51] 然后它会招回
[01:26:51 - 01:26:54] 就是说刚才有招回的那些指示的那些
[01:26:54 - 01:26:56] 它会写进去之后
[01:26:56 - 01:26:58] 它会打上反本号
[01:26:58 - 01:27:00] 就是说这次是审迭代的
[01:27:00 - 01:27:01] 它会记录就是说
[01:27:01 - 01:27:04] 这个指示已经迭代到审一个了
[01:27:04 - 01:27:06] 就不就就了就不适用了
[01:27:06 - 01:27:07] 以后招回的时候
[01:27:07 - 01:27:11] 会根据这些反本号之类的
[01:27:11 - 01:27:13] 反正就这么标识吧
[01:27:13 - 01:27:14] 再去招回审了
[01:27:14 - 01:27:15] 就不那个了
[01:27:15 - 01:27:18] 这大概的一个流程就是这么一个弊患
[01:27:18 - 01:27:19] 就是说这样子的话
[01:27:19 - 01:27:22] 就会去把你这个指示库用力都写进来
[01:27:22 - 01:27:23] 就这么走
[01:27:23 - 01:27:26] 然后里面的一些细节的问题就是
[01:27:26 - 01:27:27] 刚才有讲到
[01:27:27 - 01:27:30] 我有问过你这个审
[01:27:30 - 01:27:34] 审用力怎么做到减少人工的
[01:27:34 - 01:27:37] 工作量啊 难度啊什么的
[01:27:37 - 01:27:41] 其实加一个业务规则的一个环节
[01:27:41 - 01:27:43] 就是请一部
[01:27:43 - 01:27:45] 还有一个就是
[01:27:45 - 01:27:48] 我之前的话就是生成测试点
[01:27:48 - 01:27:51] 其实差不多的东西
[01:27:51 - 01:27:54] 但是还有一个点就是
[01:27:54 - 01:27:58] 你在自己做的过程中有没有发生
[01:27:58 - 01:28:01] 你在审这一条的时候看了一下
[01:28:01 - 01:28:04] 不太确定的时候是不是又去
[01:28:04 - 01:28:06] 找业务规则
[01:28:06 - 01:28:08] 就是就放随时来看
[01:28:08 - 01:28:09] 对
[01:28:09 - 01:28:10] 就比如说这条
[01:28:10 - 01:28:13] 不太记得不太确定的方式就看一下
[01:28:13 - 01:28:15] 找到了之后审成了
[01:28:15 - 01:28:16] 下一条就是这样的
[01:28:16 - 01:28:19] 那为什么我们在审的这个业面里面
[01:28:19 - 01:28:23] 每一条业务规则加一个来源
[01:28:23 - 01:28:28] 我把需求写在它的来源里面
[01:28:28 - 01:28:31] 就比如说它的这一条规则
[01:28:31 - 01:28:35] 是来源于需求里面的某一段
[01:28:35 - 01:28:39] OK 我把这一段翻过来
[01:28:39 - 01:28:41] 放到来源里面去
[01:28:41 - 01:28:44] 我审的时候我就直接就看着来源来审
[01:28:44 - 01:28:46] 符合的就OK 符合的就OK
[01:28:46 - 01:28:48] 对吧 这是只用一个点
[01:28:48 - 01:28:52] 还有意思就是看了来源很难不够
[01:28:52 - 01:28:54] 那时候我要去找的时候怎么找
[01:28:54 - 01:28:55] 那我复制这一个来源
[01:28:55 - 01:28:57] 就在这边直接看QF
[01:28:57 - 01:29:00] 一收就来源就找到在哪个位置
[01:29:00 - 01:29:03] 这样的话我审的时候是不是
[01:29:03 - 01:29:06] 就是相当于是在审需求文档
[01:29:06 - 01:29:07] 对
[01:29:07 - 01:29:09] 你不单止 你肯定要审
[01:29:09 - 01:29:10] 你的需求文档也要审
[01:29:10 - 01:29:13] 我们测试的时候万物都要测
[01:29:13 - 01:29:16] 是不是 那你一个需求来源
[01:29:16 - 01:29:18] 我不能只按照需求做事
[01:29:18 - 01:29:20] 就比如说你需求一些东西
[01:29:20 - 01:29:22] 可能会更究的逻辑冲突
[01:29:22 - 01:29:23] 什么样的
[01:29:23 - 01:29:25] 那你是不是要找出这些点
[01:29:25 - 01:29:26] 对吧
[01:29:26 - 01:29:29] 然后还有一些可能更究的需求做了
[01:29:29 - 01:29:30] 发展去
[01:29:30 - 01:29:31] 跟以前的可能没冲突
[01:29:31 - 01:29:34] 但是可能不太符合适量要求
[01:29:34 - 01:29:36] 比如说我们做这东西做久了
[01:29:36 - 01:29:38] 我们只会知道有一些商家
[01:29:38 - 01:29:40] 他需要的东西是怎么
[01:29:40 - 01:29:42] 就是说我们也懂一些业务的
[01:29:42 - 01:29:44] 可能会有一些东西
[01:29:44 - 01:29:46] 做上去的时候可能会有
[01:29:46 - 01:29:48] 反馈中的有一些空间点
[01:29:48 - 01:29:50] 我们也是要训练一个点
[01:29:50 - 01:29:52] 对吧
[01:29:52 - 01:29:56] 对 就是这样子完了之后
[01:29:56 - 01:29:57] 然后这个东西
[01:29:57 - 01:29:58] 就是说你这个直直部
[01:29:58 - 01:30:00] 你知道这个直直部
[01:30:00 - 01:30:04] 就是你最珍贵的东西
[01:30:04 - 01:30:06] 经过这些下来了之后
[01:30:06 - 01:30:08] 你直直部就是包含了
[01:30:08 - 01:30:10] 你整个系统的时候有五个国际
[01:30:10 - 01:30:16] 这个就是你最珍贵最值钱的东西
[01:30:16 - 01:30:19] 那你觉得这个东西
[01:30:19 - 01:30:24] 除了在写测试用力之外
[01:30:24 - 01:30:25] 你觉得这个东西
[01:30:25 - 01:30:27] 还有哪些应用产品
[01:30:27 - 01:30:30] 最后他有企业的直直库吧
[01:30:30 - 01:30:34] 这上传让他同步到所有的测试
[01:30:34 - 01:30:36] 除了测试
[01:30:36 - 01:30:37] 还有开发
[01:30:37 - 01:30:40] 你可以放大一点的去写
[01:30:40 - 01:30:43] 有了这个东西之外
[01:30:43 - 01:30:45] 你详细一下
[01:30:45 - 01:30:47] 我们的课程
[01:30:47 - 01:30:49] 同样的要是有这个东西
[01:30:49 - 01:30:51] 他得有活开心
[01:30:51 - 01:30:53] 就可能不只
[01:30:53 - 01:30:54] 不只这个测试
[01:30:54 - 01:30:55] 不只这个测试库保
[01:30:55 - 01:30:56] 可能有
[01:30:56 - 01:30:57] 除了开发人员
[01:30:57 - 01:30:59] 除了研发人员
[01:30:59 - 01:31:00] 像AI客服
[01:31:00 - 01:31:02] 也需要这种详细的一个
[01:31:02 - 01:31:03] 是的
[01:31:03 - 01:31:05] 当你有了这个东西之后
[01:31:05 - 01:31:07] 不管你是做什么事情
[01:31:07 - 01:31:10] 就是说你针对反馈的
[01:31:10 - 01:31:12] 是不是也可以用这个指示库去调
[01:31:12 - 01:31:13] 对
[01:31:13 - 01:31:14] 客服
[01:31:14 - 01:31:17] 或者说他们开发
[01:31:17 - 01:31:18] 写单码的时候
[01:31:18 - 01:31:19] 也可以读这个
[01:31:19 - 01:31:22] 就说知道一些
[01:31:22 - 01:31:24] 就说他们可能会
[01:31:24 - 01:31:25] 在开发的过程中
[01:31:25 - 01:31:27] 会先列出一个计划
[01:31:27 - 01:31:28] 是打算是什么作者
[01:31:28 - 01:31:30] 可能会有一份这个东西的时候
[01:31:30 - 01:31:32] 这个时候再调一下我们的字幕来
[01:31:32 - 01:31:34] 教育一下这份东西的时候
[01:31:34 - 01:31:36] 是不是也是那个
[01:31:36 - 01:31:37] 然后他做出来
[01:31:37 - 01:31:38] 他在生成单车的时候
[01:31:38 - 01:31:41] 所以也可以借用我们的这些东西
[01:31:41 - 01:31:42] 对
[01:31:42 - 01:31:44] 然后我们在车的过程中
[01:31:44 - 01:31:47] 比如说我对着最强活
[01:31:47 - 01:31:49] 我们对着用力来测
[01:31:49 - 01:31:50] 对吧
[01:31:50 - 01:31:53] 那我们用力肯定不是百分百的
[01:31:53 - 01:31:54] 肯定会有low的部分
[01:31:54 - 01:31:56] 就往车的过程中
[01:31:56 - 01:31:58] 然后又遇到一些点什么样的
[01:31:58 - 01:32:00] 可能没那么清晰
[01:32:00 - 01:32:01] 不那个
[01:32:01 - 01:32:02] 或者用力没有
[01:32:02 - 01:32:04] 这个时候我自己的
[01:32:04 - 01:32:05] 只能去调这个指示库
[01:32:05 - 01:32:08] 跟他比分一打的时候
[01:32:08 - 01:32:10] 其实有一些东西你记不起来
